,Date,CO in ug/m^3,Tin Oxide(CO trgt),Benzene in ug/m^3,Titania(NMHC trgt),NOx in ug/m^3,Tungsten Oxide(NOx trgt),NO2 in ug/m^3,Tungsten Oxide(NO2 trgt),Indium Oxide(O3 trgt),Temperature,Relative Humidity,Absolute Humidity,Datetime,Year,Month,Day,WeekDay
560,2004-04-03 00:00:00,1200.0,1140.75,5.277767706408433,777.25,131.1,986.0,83.0,1455.25,1059.75,15.050000190735,58.150000572205,0.9885698323576909,2004-04-03 02:00:00,2004,4,3,5
562,2004-04-03 00:00:00,800.0,986.25,2.9878617985251053,651.25,114.0,1144.5,74.0,1380.25,891.0,14.450000047684,57.975001335144,0.9488310828175042,2004-04-03 04:00:00,2004,4,3,5
563,2004-04-03 00:00:00,800.0,1005.0,3.347581466611277,673.25,106.39999999999999,1103.0,64.0,1387.25,904.5,13.725000143051,61.625,0.9630834431490053,2004-04-03 05:00:00,2004,4,3,5
564,2004-04-03 00:00:00,900.0,1040.75,3.5082754249705093,682.75,138.7,1112.25,69.0,1397.5,898.75,13.874999761581,59.625,0.9407844330219806,2004-04-03 06:00:00,2004,4,3,5
565,2004-04-03 00:00:00,2000.0,1271.75,9.501420645894049,958.75,302.09999999999997,845.5,91.0,1659.75,1136.25,13.325000047684,61.699999809265,0.9399213426499731,2004-04-03 07:00:00,2004,4,3,5
566,2004-04-03 00:00:00,3000.0,1436.25,15.172041243505564,1154.0,385.7,704.0,96.0,1872.25,1390.75,15.050000190735,55.800000190735,0.9486190247860613,2004-04-03 08:00:00,2004,4,3,5
567,2004-04-03 00:00:00,3100.0,1471.75,14.274695923974273,1125.5,400.9,719.5,106.0,1816.0,1460.0,16.974999904633,50.474999427795,0.9683685256436287,2004-04-03 09:00:00,2004,4,3,5
616,2004-04-05 00:00:00,3100.0,1460.75,14.305786381113023,1126.5,448.4,702.5,124.0,1836.25,1450.75,15.550000190735,57.424999237061,1.0075441570496249,2004-04-05 10:00:00,2004,4,5,0
617,2004-04-05 00:00:00,3000.0,1429.75,13.704734690088378,1107.0,433.2,713.25,121.0,1852.75,1409.25,16.64999961853,55.224999427795,1.0382077156536984,2004-04-05 11:00:00,2004,4,5,0
618,2004-04-05 00:00:00,3200.0,1498.25,15.702182283122928,1170.5,391.4,683.5,114.0,1941.5,1433.75,17.0,54.300000190735,1.043377570861781,2004-04-05 12:00:00,2004,4,5,0
619,2004-04-05 00:00:00,3100.0,1453.5,15.420080106108864,1161.75,357.2,681.5,114.0,1915.25,1457.0,18.02499961853,51.52499961853,1.0551873820329405,2004-04-05 13:00:00,2004,4,5,0
620,2004-04-05 00:00:00,2500.0,1402.25,12.55786319242134,1068.75,300.2,732.5,106.0,1792.5,1324.75,19.5,47.5,1.0653261891204455,2004-04-05 14:00:00,2004,4,5,0
621,2004-04-05 00:00:00,2100.0,1327.0,9.817124758804077,970.75,235.6,803.25,89.0,1704.75,1120.0,21.575000286102,41.675000190735,1.060550430859653,2004-04-05 15:00:00,2004,4,5,0
622,2004-04-05 00:00:00,2000.0,1273.0,9.612729263697018,963.0,186.2,832.0,82.0,1662.0,931.0,22.175000667572,38.299999237061,1.0105918398252391,2004-04-05 16:00:00,2004,4,5,0
623,2004-04-05 00:00:00,3200.0,1456.75,16.33046358954291,1189.75,304.0,677.75,111.0,1876.5,1212.0,20.275000572205,42.75,1.0053293261816674,2004-04-05 17:00:00,2004,4,5,0
624,2004-04-05 00:00:00,4100.0,1542.75,19.761559943817087,1289.75,368.59999999999997,631.0,132.0,2011.0,1353.25,19.72500038147,45.35000038147,1.0312246874299091,2004-04-05 18:00:00,2004,4,5,0
625,2004-04-05 00:00:00,3900.0,1499.25,17.99401672262385,1239.25,330.59999999999997,650.75,121.0,1956.5,1358.75,18.800000190735,47.47500038147,1.0199260904465013,2004-04-05 19:00:00,2004,4,5,0
626,2004-04-05 00:00:00,3100.0,1378.25,13.559993122694275,1102.25,298.3,742.25,116.0,1795.75,1272.75,17.924999713898,49.449999809265,1.0064378607173432,2004-04-05 20:00:00,2004,4,5,0
627,2004-04-05 00:00:00,2000.0,1242.5,8.706316634357416,927.75,207.1,851.75,100.0,1622.0,1078.75,17.5,50.89999961853,1.0089772355664224,2004-04-05 21:00:00,2004,4,5,0
628,2004-04-05 00:00:00,1700.0,1195.5,7.664791387485363,885.25,161.5,883.75,89.0,1588.75,972.5,17.424999713898,51.849999427795,1.0230268132897535,2004-04-05 22:00:00,2004,4,5,0
629,2004-04-05 00:00:00,1600.0,1137.25,7.287422947152213,869.25,171.0,889.75,92.0,1553.75,951.25,17.02499961853,53.85000038147,1.0363455080563233,2004-04-05 23:00:00,2004,4,5,0
630,2004-04-06 00:00:00,1000.0,1015.25,4.1231866000360915,717.5,115.89999999999999,1065.25,71.0,1427.75,714.25,16.625,55.449999809265,1.0408092259029822,2004-04-06 00:00:00,2004,4,6,1
631,2004-04-06 00:00:00,800.0,977.5,2.729591596001178,634.75,68.39999999999999,1187.5,51.0,1381.75,579.0,15.900000333786,57.0,1.0223592859459796,2004-04-06 01:00:00,2004,4,6,1
632,2004-04-06 00:00:00,500.0,933.33333333333,1.5320666279847972,547.33333333333,47.5,1357.3333333333,39.0,1336.0,542.33333333333,15.033333142598,59.233333587646,1.0059262147828834,2004-04-06 02:00:00,2004,4,6,1
634,2004-04-06 00:00:00,500.0,907.75,1.7981883753610237,568.75,45.599999999999994,1303.0,35.0,1360.25,525.75,14.125000238419,61.64999961853,0.9883477311012104,2004-04-06 04:00:00,2004,4,6,1
635,2004-04-06 00:00:00,800.0,979.5,3.402194127528105,676.5,138.7,1141.0,64.0,1434.5,659.0,14.599999904633,58.77499961853,0.971123799374813,2004-04-06 05:00:00,2004,4,6,1
636,2004-04-06 00:00:00,1700.0,1236.25,8.499723066346661,919.5,311.59999999999997,879.75,94.0,1641.0,1011.75,14.375,58.89999961853,0.9593893500490737,2004-04-06 06:00:00,2004,4,6,1
637,2004-04-06 00:00:00,4500.0,1664.0,24.13425822251112,1407.0,625.1,594.25,134.0,2198.0,1563.75,15.299999952316,55.224999427795,0.9537883559086512,2004-04-06 07:00:00,2004,4,6,1
638,2004-04-06 00:00:00,6200.0,1757.25,33.7131921813212,1635.75,573.8,493.75,129.0,2560.0,1806.0,16.175000190735,52.47500038147,0.9575924601680932,2004-04-06 08:00:00,2004,4,6,1
639,2004-04-06 00:00:00,4400.0,1524.0,21.971351482758013,1350.25,486.4,588.0,125.0,2096.0,1603.75,18.449999809265,46.299999237061,0.9734382393846187,2004-04-06 09:00:00,2004,4,6,1
640,2004-04-06 00:00:00,2900.0,1329.25,14.057870825978647,1118.5,345.8,707.0,107.0,1823.25,1288.25,19.575000286102,41.750000953674,0.9406805877414648,2004-04-06 10:00:00,2004,4,6,1
641,2004-04-06 00:00:00,1600.0,1166.5,7.623121501642551,883.5,199.5,881.0,78.0,1580.0,931.25,20.150000095367,40.14999961853,0.9370122132555601,2004-04-06 11:00:00,2004,4,6,1
642,2004-04-06 00:00:00,2600.0,1368.75,14.469484108022469,1131.75,258.4,715.0,91.0,1818.25,1161.5,20.874999523163,36.64999961853,0.8939372165648346,2004-04-06 12:00:00,2004,4,6,1
643,2004-04-06 00:00:00,2900.0,1283.5,13.582803488725443,1103.0,317.3,755.25,116.0,1704.0,1064.25,20.400000572205,34.724999427795,0.82285662608937,2004-04-06 13:00:00,2004,4,6,1
644,2004-04-06 00:00:00,2500.0,1221.25,11.496468626062793,1032.0,315.4,811.25,131.0,1629.5,912.5,19.25,35.375000953674,0.781308262789888,2004-04-06 14:00:00,2004,4,6,1
645,2004-04-06 00:00:00,1900.0,1096.0,9.203008830704247,947.25,218.5,871.5,113.0,1518.75,683.5,18.575000286102,36.949998855591,0.7828762567069473,2004-04-06 15:00:00,2004,4,6,1
646,2004-04-06 00:00:00,1900.0,1143.0,10.278633174525405,988.0,207.1,849.25,98.0,1589.75,710.0,18.775000095367,36.75,0.7883009974016415,2004-04-06 16:00:00,2004,4,6,1
647,2004-04-06 00:00:00,2700.0,1251.25,13.96537920780899,1115.5,271.7,759.5,116.0,1716.25,922.5,17.549999713898,40.574999809265,0.8068108689475354,2004-04-06 17:00:00,2004,4,6,1
648,2004-04-06 00:00:00,3000.0,1267.5,14.96533229143403,1147.5,302.09999999999997,727.75,120.0,1775.75,1005.5,16.849999904633,44.275000572205,0.8428194790443849,2004-04-06 18:00:00,2004,4,6,1
649,2004-04-06 00:00:00,3300.0,1314.0,15.052638534591573,1150.25,343.9,725.75,126.0,1783.5,1083.0,16.25,47.699999809265,0.8745597884676989,2004-04-06 19:00:00,2004,4,6,1
650,2004-04-06 00:00:00,3200.0,1314.75,14.799258378177408,1142.25,338.2,724.0,126.0,1807.25,1160.75,15.649999856949,50.675000190735,0.8947304855010257,2004-04-06 20:00:00,2004,4,6,1
651,2004-04-06 00:00:00,1800.0,1094.5,8.468605670477224,918.25,172.9,895.75,90.0,1527.25,799.5,15.724999904633,49.425000190735,0.8767897403209677,2004-04-06 21:00:00,2004,4,6,1
652,2004-04-06 00:00:00,1300.0,1026.5,5.90803588370757,807.5,144.4,996.25,81.0,1457.75,647.0,15.775000333786,48.625,0.8653158968416734,2004-04-06 22:00:00,2004,4,6,1
653,2004-04-06 00:00:00,1100.0,1011.75,4.765319158079068,751.5,125.39999999999999,1053.25,74.0,1392.5,649.0,15.699999809265,47.0,0.832459893714118,2004-04-06 23:00:00,2004,4,6,1
654,2004-04-07 00:00:00,900.0,947.75,3.9868992729385573,710.0,106.39999999999999,1127.25,67.0,1352.0,575.0,15.700000047684,45.85000038147,0.812091213130173,2004-04-07 00:00:00,2004,4,7,2
655,2004-04-07 00:00:00,700.0,888.5,2.264475119028675,603.25,66.5,1307.5,46.0,1271.0,455.25,15.625,44.924999237061,0.7919593443161665,2004-04-07 01:00:00,2004,4,7,2
656,2004-04-07 00:00:00,400.0,830.0,1.4218161094645745,538.0,39.9,1475.25,30.0,1213.5,391.75,15.625000238419,44.400000572205,0.7827044288458469,2004-04-07 02:00:00,2004,4,7,2
658,2004-04-07 00:00:00,300.0,804.25,0.7126810127135328,468.25,22.799999999999997,1826.25,19.0,1166.25,319.5,15.725000143051,45.449999809265,0.8062740308440627,2004-04-07 04:00:00,2004,4,7,2
659,2004-04-07 00:00:00,300.0,823.5,0.796957826375638,477.75,41.8,1704.75,32.0,1200.0,331.0,15.25,50.050000190735,0.8616871134203429,2004-04-07 05:00:00,2004,4,7,2
660,2004-04-07 00:00:00,800.0,999.75,3.5941382910062885,687.75,104.5,1257.0,61.0,1398.0,425.75,14.200000047684,58.625000953674,0.9443471754045215,2004-04-07 06:00:00,2004,4,7,2
661,2004-04-07 00:00:00,2800.0,1306.5,12.935403223060518,1081.5,288.8,776.75,111.0,1768.75,830.25,14.299999713898,58.175000190735,0.9430753059157301,2004-04-07 07:00:00,2004,4,7,2
662,2004-04-07 00:00:00,3100.0,1286.25,15.718368230168373,1171.0,290.7,715.5,102.0,1821.0,1005.5,15.000000238419,52.02499961853,0.881650693427237,2004-04-07 08:00:00,2004,4,7,2
663,2004-04-07 00:00:00,2300.0,1149.75,8.624678823055866,924.5,288.8,865.25,116.0,1576.25,819.75,13.600000143051,61.400000572205,0.9519403600439107,2004-04-07 09:00:00,2004,4,7,2
664,2004-04-07 00:00:00,1600.0,1086.5,7.439749080835974,875.75,212.79999999999998,910.5,96.0,1553.75,737.0,16.149999856949,53.10000038147,0.9674791000562221,2004-04-07 10:00:00,2004,4,7,2
665,2004-04-07 00:00:00,1500.0,1016.0,6.596289193627687,839.0,226.1,991.25,97.0,1447.5,789.5,16.574999809265,44.324999809265,0.8293924036898435,2004-04-07 11:00:00,2004,4,7,2
666,2004-04-07 00:00:00,1600.0,1028.5,7.83243820672786,892.25,231.79999999999998,937.25,110.0,1473.5,759.5,17.375,40.27499961853,0.7921784402842258,2004-04-07 12:00:00,2004,4,7,2
667,2004-04-07 00:00:00,1800.0,1108.75,9.100166288289229,943.25,218.5,883.0,103.0,1604.0,767.0,18.074999332428,42.249999046326,0.8679267143018373,2004-04-07 13:00:00,2004,4,7,2
668,2004-04-07 00:00:00,1400.0,996.5,6.11219638745319,817.0,159.6,1030.25,79.0,1426.0,626.25,14.375,51.77499961853,0.8433341859850463,2004-04-07 14:00:00,2004,4,7,2
669,2004-04-07 00:00:00,1900.0,1177.0,7.528239978446694,879.5,277.4,926.75,104.0,1551.75,775.5,10.900000095367,76.39999961853,0.9952506258732835,2004-04-07 15:00:00,2004,4,7,2
670,2004-04-07 00:00:00,1200.0,1044.75,5.918707400673933,808.0,123.5,1037.75,69.0,1420.75,588.75,16.400000333786,47.650000572205,0.881894433113482,2004-04-07 16:00:00,2004,4,7,2
671,2004-04-07 00:00:00,2300.0,1171.0,12.683180009517667,1073.0,228.0,846.5,96.0,1623.0,872.0,18.025000095367,37.099999427795,0.7597758896786423,2004-04-07 17:00:00,2004,4,7,2
672,2004-04-07 00:00:00,3300.0,1220.5,13.50683251398055,1100.5,351.5,799.25,121.0,1700.0,996.25,14.699999809265,48.650000572205,0.808943708864829,2004-04-07 18:00:00,2004,4,7,2
673,2004-04-07 00:00:00,3100.0,1261.75,14.500754620232733,1132.75,298.3,774.25,129.0,1747.5,1033.0,11.275000095367,71.27499961853,0.9513986252493367,2004-04-07 19:00:00,2004,4,7,2
674,2004-04-07 00:00:00,3300.0,1206.5,10.956516647621989,1012.75,330.59999999999997,875.75,116.0,1632.0,981.75,10.0,73.97500038147,0.9086627980010701,2004-04-07 20:00:00,2004,4,7,2
675,2004-04-07 00:00:00,1200.0,955.75,3.222993460672848,665.75,117.8,1234.75,71.0,1282.0,517.75,9.8000001907349,71.774997711182,0.870156759430939,2004-04-07 21:00:00,2004,4,7,2
676,2004-04-07 00:00:00,1300.0,1020.25,4.293956324258487,726.75,153.9,1152.75,85.0,1390.75,630.5,9.25,75.224998474121,0.8796053386536202,2004-04-07 22:00:00,2004,4,7,2
677,2004-04-07 00:00:00,1900.0,1107.25,7.084494010841125,860.5,224.2,956.75,101.0,1509.75,878.75,9.6000001430511,75.950000762939,0.9087628546117394,2004-04-07 23:00:00,2004,4,7,2
678,2004-04-08 00:00:00,1400.0,1019.5,4.765319158079068,751.5,180.5,1073.5,97.0,1397.75,838.75,9.2999997138977,74.999998092651,0.8798661088548587,2004-04-08 00:00:00,2004,4,8,3
679,2004-04-08 00:00:00,1500.0,1051.25,5.696332871686994,797.5,159.6,1015.5,89.0,1455.0,876.25,9.0,76.72500038147,0.8824834738889057,2004-04-08 01:00:00,2004,4,8,3
680,2004-04-08 00:00:00,1100.0,965.0,4.09121162052864,715.75,106.39999999999999,1086.75,72.0,1383.25,826.5,8.1750000715256,79.625,0.8671896523617082,2004-04-08 02:00:00,2004,4,8,3
683,2004-04-08 00:00:00,800.0,869.0,2.837944850489492,641.75,131.1,1290.75,62.0,1287.5,723.25,8.0750000476837,72.074998855591,0.7797699428120062,2004-04-08 05:00:00,2004,4,8,3
684,2004-04-08 00:00:00,1100.0,938.75,4.809204855249734,753.75,140.6,1168.75,64.0,1383.75,797.25,8.0500001907349,70.449998855591,0.7609249456791303,2004-04-08 06:00:00,2004,4,8,3
685,2004-04-08 00:00:00,2600.0,1274.25,13.765874424449917,1109.0,305.9,820.25,80.0,1723.0,1137.75,8.0750000476837,70.500001907349,0.7627302577650394,2004-04-08 07:00:00,2004,4,8,3
686,2004-04-08 00:00:00,5100.0,1511.5,27.104010975786125,1481.5,585.1999999999999,596.25,118.0,2189.0,1605.25,9.9249999523163,64.299999237061,0.7859494810715075,2004-04-08 08:00:00,2004,4,8,3
687,2004-04-08 00:00:00,4200.0,1435.25,19.07947207943386,1270.5,570.0,675.5,130.0,1885.25,1568.75,13.0,54.224999427795,0.8090284146502021,2004-04-08 09:00:00,2004,4,8,3
688,2004-04-08 00:00:00,2600.0,1207.25,11.745553705068062,1040.75,359.09999999999997,813.25,113.0,1619.5,1319.0,16.475000143051,42.550000190735,0.7912121407022052,2004-04-08 10:00:00,2004,4,8,3
689,2004-04-08 00:00:00,2400.0,1222.5,12.727536081823898,1074.5,311.59999999999997,818.25,112.0,1677.75,1197.5,19.300000190735,34.150000095367,0.7565718712142413,2004-04-08 11:00:00,2004,4,8,3
690,2004-04-08 00:00:00,2100.0,1120.5,11.319946086587374,1025.75,231.79999999999998,864.75,96.0,1541.0,958.25,21.500000476837,27.39999961853,0.6941232789104222,2004-04-08 12:00:00,2004,4,8,3
691,2004-04-08 00:00:00,2600.0,1176.25,14.189345912451454,1122.75,315.4,816.0,125.0,1609.0,1067.75,20.375,26.724999904633,0.6323214406009123,2004-04-08 13:00:00,2004,4,8,3
692,2004-04-08 00:00:00,2800.0,1144.0,13.903862790799815,1113.5,343.9,844.75,128.0,1550.75,1009.5,20.64999961853,22.574999809265,0.5431509987824682,2004-04-08 14:00:00,2004,4,8,3
693,2004-04-08 00:00:00,2500.0,1136.0,13.15970915927741,1089.0,241.29999999999998,855.5,101.0,1551.5,928.0,20.550000667572,24.800000190735,0.5930639403151151,2004-04-08 15:00:00,2004,4,8,3
694,2004-04-08 00:00:00,1900.0,1084.75,10.721628410296905,1004.25,201.39999999999998,887.5,95.0,1453.75,815.5,21.025000095367,25.449999809265,0.6264348891674623,2004-04-08 16:00:00,2004,4,8,3
695,2004-04-08 00:00:00,3600.0,1297.3333333333,19.663493856394243,1287.0,364.79999999999995,722.66666666667,138.0,1798.0,1216.3333333333,21.46666653951,24.53333346049,0.6202501379321717,2004-04-08 17:00:00,2004,4,8,3
696,2004-04-08 00:00:00,4600.0,1407.75,23.998363424730808,1403.5,457.9,646.25,154.0,1972.25,1462.5,19.324999809265,28.64999961853,0.6356977585878124,2004-04-08 18:00:00,2004,4,8,3
697,2004-04-08 00:00:00,6300.0,1617.75,29.11577111117782,1530.0,619.4,579.0,171.0,2166.5,1791.0,18.0,32.949999809265,0.6737433030374539,2004-04-08 19:00:00,2004,4,8,3
698,2004-04-08 00:00:00,4300.0,1318.5,15.750761449955471,1172.0,440.79999999999995,745.75,136.0,1699.0,1425.0,15.825000047684,39.75,0.7096071726119499,2004-04-08 20:00:00,2004,4,8,3
699,2004-04-08 00:00:00,1600.0,1045.0,7.009743443406673,857.25,174.79999999999998,967.5,93.0,1410.25,922.25,15.349999904633,41.52499961853,0.7194427481476037,2004-04-08 21:00:00,2004,4,8,3
700,2004-04-08 00:00:00,1400.0,1058.0,6.271811937209442,824.33333333333,180.5,993.0,99.0,1411.0,971.33333333333,14.100000063578,46.0,0.736280952343723,2004-04-08 22:00:00,2004,4,8,3
725,2004-04-09 00:00:00,2300.0,1176.0,8.437536944416262,917.0,298.3,866.0,95.0,1559.5,1151.25,12.049999952316,67.85000038147,0.9522807682663211,2004-04-09 23:00:00,2004,4,9,4
726,2004-04-10 00:00:00,1300.0,1046.5,5.395234084738762,783.0,157.7,1013.75,79.0,1449.0,975.0,11.950000047684,66.949999809265,0.9335999212840861,2004-04-10 00:00:00,2004,4,10,5
727,2004-04-10 00:00:00,1700.0,1115.75,6.923913198243088,853.5,224.2,929.0,78.0,1532.75,1033.75,11.524999856949,70.050001144409,0.9503320915564459,2004-04-10 01:00:00,2004,4,10,5
728,2004-04-10 00:00:00,1700.0,1074.25,6.440554720612328,832.0,191.89999999999998,951.25,75.0,1506.5,979.75,11.39999961853,69.77499961853,0.9389612125097411,2004-04-10 02:00:00,2004,4,10,5
730,2004-04-10 00:00:00,800.0,898.25,3.2808838245676193,669.25,87.39999999999999,1163.0,52.0,1386.25,806.5,10.800000190735,70.25,0.9091964358754486,2004-04-10 04:00:00,2004,4,10,5
731,2004-04-10 00:00:00,1000.0,970.25,3.9508862355878556,708.0,153.9,1120.5,55.0,1435.25,841.5,10.200000286102,73.35000038147,0.9128582080413086,2004-04-10 05:00:00,2004,4,10,5
732,2004-04-10 00:00:00,1400.0,1072.5,6.004374886921272,812.0,212.79999999999998,987.75,65.0,1500.25,950.0,10.825000047684,70.525001525879,0.9142429296932489,2004-04-10 06:00:00,2004,4,10,5
733,2004-04-10 00:00:00,1700.0,1081.25,8.166234911142775,906.0,285.0,894.5,72.0,1591.0,1023.5,10.950000047684,71.0,0.9279200488082053,2004-04-10 07:00:00,2004,4,10,5
734,2004-04-10 00:00:00,2000.0,1158.5,9.949964658366447,975.75,262.2,837.25,76.0,1662.75,1097.5,12.424999952316,64.02499961853,0.9205889283030111,2004-04-10 08:00:00,2004,4,10,5
735,2004-04-10 00:00:00,2000.0,1112.0,8.775650731240786,930.5,235.6,868.75,84.0,1587.75,1011.25,14.97500038147,53.14999961853,0.8992925111862892,2004-04-10 09:00:00,2004,4,10,5
736,2004-04-10 00:00:00,1900.0,1111.75,8.437536944416262,917.0,235.6,897.25,90.0,1542.0,931.25,16.574999809265,44.425000190735,0.8312635724910663,2004-04-10 10:00:00,2004,4,10,5
737,2004-04-10 00:00:00,2100.0,1062.5,7.463303030999023,876.75,218.5,970.5,89.0,1480.75,811.0,18.000000476837,38.449998855591,0.7862042532916028,2004-04-10 11:00:00,2004,4,10,5
738,2004-04-10 00:00:00,1800.0,1032.0,7.826424205287786,892.0,191.89999999999998,972.75,87.0,1457.0,755.5,20.625000476837,30.02499961853,0.7212989069933119,2004-04-10 12:00:00,2004,4,10,5
739,2004-04-10 00:00:00,1500.0,936.0,6.368789264357057,828.75,171.0,1053.5,88.0,1335.75,606.5,19.89999961853,26.699999809265,0.6136736028755,2004-04-10 13:00:00,2004,4,10,5
740,2004-04-10 00:00:00,1300.0,882.5,5.056129143379375,766.25,171.0,1152.0,81.0,1238.25,497.75,19.799999713898,23.125,0.5282644102460846,2004-04-10 14:00:00,2004,4,10,5
741,2004-04-10 00:00:00,1400.0,941.5,6.884013451636693,851.75,169.1,1055.0,89.0,1318.25,539.5,21.39999961853,22.72500038147,0.5722188319835871,2004-04-10 15:00:00,2004,4,10,5
742,2004-04-10 00:00:00,1500.0,942.75,6.838534174113407,849.75,174.79999999999998,1083.5,91.0,1295.5,544.25,22.14999961853,21.275000095367,0.5605221603396696,2004-04-10 16:00:00,2004,4,10,5
743,2004-04-10 00:00:00,1700.0,1007.0,7.4103512917057,874.5,195.7,1027.25,104.0,1357.0,619.75,21.050000190735,24.5,0.603966751645892,2004-04-10 17:00:00,2004,4,10,5
744,2004-04-10 00:00:00,2000.0,1037.25,8.674878673990467,926.5,231.79999999999998,949.0,111.0,1425.5,739.5,18.25,31.599999427795,0.6562155197673951,2004-04-10 18:00:00,2004,4,10,5
745,2004-04-10 00:00:00,2500.0,1126.5,11.207583313862159,1021.75,302.09999999999997,871.25,129.0,1533.5,921.25,16.125000238419,35.025000572205,0.6371532765080584,2004-04-10 19:00:00,2004,4,10,5
746,2004-04-10 00:00:00,2400.0,1123.0,10.502542595459966,996.25,326.8,861.0,133.0,1550.75,1033.25,14.775000095367,41.474999427795,0.6929241728243624,2004-04-10 20:00:00,2004,4,10,5
747,2004-04-10 00:00:00,2000.0,1110.0,8.227562389390469,908.5,237.5,916.0,115.0,1487.0,984.25,13.150000095367,50.300000190735,0.757718778618473,2004-04-10 21:00:00,2004,4,10,5
748,2004-04-10 00:00:00,2900.0,1247.25,11.638524261032968,1037.0,355.3,811.5,125.0,1618.0,1192.75,12.299999713898,55.5,0.7916110940672102,2004-04-10 22:00:00,2004,4,10,5
749,2004-04-10 00:00:00,2500.0,1219.75,9.711401368340608,966.75,330.59999999999997,843.5,117.0,1545.0,1218.5,11.824999809265,56.625,0.7832663973783106,2004-04-10 23:00:00,2004,4,10,5
750,2004-04-11 00:00:00,1400.0,1028.25,5.126210628605008,769.75,142.5,1046.5,84.0,1326.0,912.75,11.200000047684,56.22500038147,0.7468609589845411,2004-04-11 00:00:00,2004,4,11,6
751,2004-04-11 00:00:00,1200.0,977.75,3.9959242929204266,710.5,91.19999999999999,1143.75,63.0,1304.0,750.25,11.0,56.574999809265,0.7418043568213769,2004-04-11 01:00:00,2004,4,11,6
752,2004-04-11 00:00:00,1000.0,949.0,3.7027089847837953,694.0,115.89999999999999,1159.75,68.0,1309.5,771.75,9.2750000953674,64.300001144409,0.7530981034777341,2004-04-11 02:00:00,2004,4,11,6
755,2004-04-11 00:00:00,700.0,836.25,2.857482624257634,643.0,72.2,1244.25,49.0,1306.0,727.0,7.7000000476837,70.72500038147,0.7463216366965916,2004-04-11 05:00:00,2004,4,11,6
756,2004-04-11 00:00:00,800.0,856.25,2.87315397168927,644.0,77.89999999999999,1259.0,49.0,1301.0,746.25,7.4000000953674,71.02499961853,0.7346499326529891,2004-04-11 06:00:00,2004,4,11,6
757,2004-04-11 00:00:00,900.0,887.5,2.9878617985251053,651.25,96.89999999999999,1240.25,52.0,1298.25,733.25,8.2250002622604,66.64999961853,0.7282918112538123,2004-04-11 07:00:00,2004,4,11,6
758,2004-04-11 00:00:00,1100.0,912.0,3.7027089847837953,694.0,115.89999999999999,1196.3333333333,58.0,1342.6666666667,727.0,8.733333269755,64.300000508626,0.7266639335560638,2004-04-11 08:00:00,2004,4,11,6
759,2004-04-11 00:00:00,1000.0,937.5,3.9194891796262517,706.25,89.3,1176.75,51.0,1319.5,641.5,12.950000047684,47.85000038147,0.711628356117237,2004-04-11 09:00:00,2004,4,11,6
760,2004-04-11 00:00:00,1600.0,1052.5,6.248121985691788,823.25,165.29999999999998,1040.0,77.0,1385.5,810.25,17.424999952316,35.424999237061,0.6989532308124434,2004-04-11 10:00:00,2004,4,11,6
761,2004-04-11 00:00:00,1800.0,1086.75,7.310770263939386,870.25,203.29999999999998,1013.5,90.0,1411.5,850.5,20.200000286102,29.175000190735,0.6829610295766556,2004-04-11 11:00:00,2004,4,11,6
762,2004-04-11 00:00:00,2600.0,1153.0,9.151525969960906,945.25,305.9,968.75,118.0,1424.5,911.25,22.650000095367,22.924999713898,0.622425129892252,2004-04-11 12:00:00,2004,4,11,6
763,2004-04-11 00:00:00,1100.0,893.75,3.982390025773332,709.75,115.89999999999999,1209.0,70.0,1200.25,611.25,22.300000190735,22.400000095367,0.5955143878428677,2004-04-11 13:00:00,2004,4,11,6
764,2004-04-11 00:00:00,600.0,796.5,2.3000316105315717,605.75,49.4,1452.25,35.0,1075.75,367.5,22.150000095367,18.949999809265,0.499266514167915,2004-04-11 14:00:00,2004,4,11,6
765,2004-04-11 00:00:00,900.0,854.0,3.096374945960142,658.0,79.8,1408.5,46.0,1107.75,368.5,22.049999713898,18.97500038147,0.496922650130175,2004-04-11 15:00:00,2004,4,11,6
766,2004-04-11 00:00:00,1000.0,891.75,3.214759295216265,665.25,104.5,1347.5,58.0,1150.0,393.75,21.0,23.550000190735,0.5787888610744366,2004-04-11 16:00:00,2004,4,11,6
767,2004-04-11 00:00:00,1200.0,935.25,3.3225027974574513,671.75,123.5,1298.75,61.0,1182.75,414.5,19.574999809265,27.35000038147,0.6162302537497344,2004-04-11 17:00:00,2004,4,11,6
768,2004-04-11 00:00:00,1400.0,989.25,3.9733780589080423,709.25,142.5,1224.75,80.0,1232.75,469.0,17.924999237061,30.75,0.6258435474570397,2004-04-11 18:00:00,2004,4,11,6
769,2004-04-11 00:00:00,2000.0,1062.75,5.675343902036482,796.5,176.7,1078.75,93.0,1284.5,607.25,16.375,35.349999427795,0.6532252461656287,2004-04-11 19:00:00,2004,4,11,6
770,2004-04-11 00:00:00,1100.0,922.0,3.3559588840673533,673.75,119.69999999999999,1219.75,78.0,1205.0,498.0,15.550000190735,37.47500038147,0.657513594626475,2004-04-11 20:00:00,2004,4,11,6
771,2004-04-11 00:00:00,1100.0,925.25,3.45293985090343,679.5,114.0,1222.5,76.0,1217.25,481.0,15.525000095367,36.749999046326,0.6437782135031566,2004-04-11 21:00:00,2004,4,11,6
